State,District,City,State_Encoded
Maharashtra,Aurangabad,Khuldabad,20
Jharkhand,Ranchi,Khunti,15
Madhya Pradesh,Sagar,Khurai,19
Uttar Pradesh,Bulandshahr,Khurja,32
Bihar,Patna,Khusrupur,4
Uttar Pradesh,Shahjahanpur,Khutar,32
Uttaranchal,Udham Singh Nagar,Kichha,33
Tamil Nadu,Erode,Kilampadi,30
Tamil Nadu,Kanniyakumari,Kilkulam,30
Tamil Nadu,The Nilgiris,Kilkunda,30
Tamil Nadu,Kanniyakumari,Killiyur,30
Tamil Nadu,Cuddalore,Killlai,30
Tamil Nadu,Tiruvanamalai,Kilpennathur,30
Tamil Nadu,Nagapattinam,Kilvelur,30
Tamil Nadu,Coimbatore,Kinathukadavu,30
Maharashtra,Nanded,Kinwat,20
Chhattisgarh,Dantewada,Kirandul,6
Rajasthan,Ajmer,Kiranipura,28
Uttar Pradesh,Agra,Kiraoli,32
Delhi *,North West,Kirari Suleman Nagar,9
Uttar Pradesh,Bijnor,Kiratpur,32
Jharkhand,Pashchimi Singhbhum,Kiriburu,15
Maharashtra,Pune,Kirkee,20
Uttaranchal,Tehri Garhwal,Kirtinagar,33
Bihar,Kishanganj,Kishanganj,4
Rajasthan,Alwar,Kishangarh,28
Rajasthan,Ajmer,Kishangarh,28
Rajasthan,Jaipur,Kishangarh Renwal,28
Uttar Pradesh,Mainpuri,Kishni,32
Jammu & Kashmir,Doda,Kishtwar,14
Uttar Pradesh,Fatehpur,Kishunpur,32
Uttar Pradesh,Meerut,Kithaur,32
Bihar,Rohtas,Koath,4
West Bengal,Koch Bihar,Koch Bihar,34
Kerala,Ernakulam,Kochi,17
Orissa,Sambalpur,Kochinda,25
Assam,Kamrup,Kochpara,3
Tamil Nadu,Dindigul,Kodaikanal,30
Orissa,Ganjam,Kodala,25
West Bengal,Hugli,Kodalia,34
Jharkhand,Kodarma,Kodarma,15
Tamil Nadu,Thiruvarur,Kodavasal,30
Karnataka,Bangalore,Kodigenahalli,16
Gujarat,Junagadh,Kodinar,11
Karnataka,Haveri,Kodiyal,16
Maharashtra,Satara,Kodoli,20
Tamil Nadu,Erode,Kodumudi,30
Kerala,Thrissur,Kodungallur,17
Uttar Pradesh,Sultanpur,Koeripur,32
Nagaland,Kohima,Kohima,24
Bihar,Bhojpur,Koilwar,4
Kerala,Alappuzha,Kokkothamangalam,17
Assam,Kokrajhar,Kokrajhar,3
Tamil Nadu,Kanniyakumari,Kolachal,30
West Bengal,Medinipur,Kolaghat,34
Tamil Nadu,Erode,Kolappalur,30
Karnataka,Kolar,Kolar,16
Madhya Pradesh,Shivpuri,Kolaras,19
Mizoram,Kolasib,Kolasib,23
Tamil Nadu,Erode,Kolathupalayam,30
Tamil Nadu,Salem,Kolathur,30
Kerala,Thrissur,Kolazhy,17
Maharashtra,Kolhapur,Kolhapur,20
West Bengal,Kolkata,Kolkata,34
Kerala,Kollam,Kollam,17
Tamil Nadu,Kanniyakumari,Kollankodu,30
Tamil Nadu,Erode,Kollankoil,30
Karnataka,Chamarajanagar,Kollegal,16
Rajasthan,Jhalawar,Kolvi Mandi Rajendra Pura,28
Kerala,Alappuzha,Komalapuram,17
Tamil Nadu,Coimbatore,Komaralingam,30
Tamil Nadu,Theni,Kombai,30
Maharashtra,Thane,Kon,20
Karnataka,Bangalore,Konanakunte,16
West Bengal,Barddhaman,Konardihi,34
Orissa,Puri,Konark,25
Tamil Nadu,Vellore,Konavattam,30
Uttar Pradesh,Jalaun,Konch,32
Chhattisgarh,Bastar,Kondagaon,6
Tamil Nadu,Salem,Kondalampatti,30
Delhi *,East,Kondli,9
Maharashtra,Chandrapur,Kondumal,20
Tamil Nadu,Salem,Konganapuram,30
West Bengal,Hugli,Konnagar,34
Karnataka,Belgaum,Konnur,16
Tamil Nadu,Virudhunagar,Kooraikundu,30
Tamil Nadu,Tiruchirappalli,Koothappar,30
Kerala,Kannur,Koothuparamba,17
Uttar Pradesh,Mau,Kopaganj,32
Maharashtra,Ahmadnagar,Kopargaon,20
Maharashtra,Thane,Kopharad,20
Karnataka,Chikmagalur,Koppa,16
Karnataka,Koppal,Koppal,16
Uttar Pradesh,Fatehpur,Kora Jahanabad,32
Tamil Nadu,Thiruvarur,Koradacheri,30
Uttar Pradesh,Allahabad,Koraon,32
Orissa,Koraput,Koraput,25
Karnataka,Tumkur,Koratagere,16
Andhra Pradesh,Karimnagar,Koratla,1
Kerala,Thrissur,Koratty,17
Chhattisgarh,Korba,Korba,6
Maharashtra,Kolhapur,Korochi,20
Uttar Pradesh,Sultanpur,Korwa,32
Gujarat,Surat,Kosamba,11
Uttar Pradesh,Mathura,Kosi Kalan,32
Punjab,Bathinda,Kot Fatta,27
Punjab,Faridkot,Kot Kapura,27
Chhattisgarh,Bilaspur,Kota,6
Rajasthan,Kota,Kota,28
Uttar Pradesh,Sonbhadra,Kota,32
Tamil Nadu,The Nilgiris,Kotagiri,30
Madhya Pradesh,Satna,Kotar,19
Uttaranchal,Garhwal,Kotdwara,33
Karnataka,Dakshina Kannada,Kotekara,16
Andhra Pradesh,Khammam,Kothagudem,1
Kerala,Ernakulam,Kothamangalam,17
Andhra Pradesh,Vizianagaram,Kothavalasa,1
Madhya Pradesh,Satna,Kothi,19
Tamil Nadu,Kanniyakumari,Kothinallur,30
Karnataka,Bangalore,Kothnur,16
Himachal Pradesh,Shimla,Kotkhai,13
Madhya Pradesh,Shahdol,Kotma,19
Orissa,Koraput,Kotpad,25
Rajasthan,Jaipur,Kotputli,28
Uttar Pradesh,Jalaun,Kotra,32
Tamil Nadu,Sivaganga,Kottaiyur,30
Tamil Nadu,Viluppuram,Kottakuppam,30
Tamil Nadu,Kanniyakumari,Kottaram,30
Kerala,Kottayam,Kottayam,17
Kerala,Kannur,Kottayam-Malabar,17
Tamil Nadu,Kancheepuram,Kottivakkam,30
Tamil Nadu,Coimbatore,Kottur,30
Karnataka,Bellary,Kotturu,16
Kerala,Ernakulam,Kottuvally,17
Uttar Pradesh,Varanasi,Kotwa,32
Tamil Nadu,Thiruvarur,Kouthanallur,30
Tamil Nadu,Toothukudi,Kovilpatti,30
Andhra Pradesh,Nellore,Kovurpalle,1
Andhra Pradesh,West Godavari,Kovvur,1
Kerala,Kozhikode,Kozhikode,17
Tamil Nadu,Dharmapuri,Krishnagiri,30
West Bengal,Nadia,Krishnanagar,34
West Bengal,Hugli,Krishnapur,34
Karnataka,Mysore,Krishnarajanagar,16
Karnataka,Bangalore,Krishnarajapura,16
Karnataka,Mandya,Krishnarajasagara,16
Karnataka,Mandya,Krishnarajpet,16
Tamil Nadu,Kapur,Krishnarayapuram,30
Tamil Nadu,Tiruchirappalli,Krishnasamudram,30
West Bengal,Nadia,Kshidirpur,34
West Bengal,Medinipur,Kshirpai,34
Rajasthan,Nagaur,Kuchaman City,28
Tamil Nadu,Theni,Kuchanur,30
Rajasthan,Nagaur,Kuchera,28
Jammu & Kashmir,Udhampur,Kud,14
Maharashtra,Sindhudurg,Kudal,20
Karnataka,Belgaum,Kudchi,16
Karnataka,Bellary,Kudligi,16
Kerala,Kasaragod,Kudlu,17
Karnataka,Chikmagalur,Kudremukh,16
Tamil Nadu,Erode,Kuhalur,30
Jharkhand,Hazaribag,Kuju,15
Andhra Pradesh,Rangareddi,Kukatpalle,1
Jammu & Kashmir,Anantnag,Kukernag,14
Madhya Pradesh,Dhar,Kukshi,19
Uttar Pradesh,Mahoba,Kul Pahar,32
Tamil Nadu,Kanniyakumari,Kulasekarapuram,30
Jammu & Kashmir,Anantnag,Kulgam,14
West Bengal,Hugli,Kulihanda,34
Tamil Nadu,Kapur,Kulithalai,30
Himachal Pradesh,Kullu,Kullu,13
West Bengal,Barddhaman,Kulti,34
Assam,Jorhat,Kumar Kaibarta Gaon,3
Tamil Nadu,Namakkal,Kumarapalayam,30
Tamil Nadu,Kanniyakumari,Kumarapuram,30
Tripura,North Tripura,Kumarghat,31
Tamil Nadu,Thanjavur,Kumbakonam,30
Rajasthan,Kota,Kumbhkot,28
Madhya Pradesh,Guna,Kumbhraj,19
Manipur,Bishnupur,Kumbi,21
Chhattisgarh,Durg,Kumhari,6
Rajasthan,Bharatpur,Kumher,28
Karnataka,Uttara Kannada,Kumta,16
Uttar Pradesh,Pratapgarh,Kunda,32
Maharashtra,Nanded,Kundalwadi,20
Karnataka,Udupi,Kundapura,16
Uttar Pradesh,Moradabad,Kundarki,32
Karnataka,Dharwad,Kundgol,16
Tamil Nadu,Kancheepuram,Kundrathur,30
Karnataka,Tumkur,Kunigal,16
Tamil Nadu,Coimbatore,Kuniyamuthur,30
Tripura,West Tripura,Kunjaban,31
Kerala,Thrissur,Kunnamkulam,17
Tamil Nadu,Erode,Kunnathur,30
West Bengal,Barddhaman,Kunustara,34
Uttar Pradesh,Budaun,Kunwargaon,32
Jammu & Kashmir,Baramula,Kunzer,14
Andhra Pradesh,Chittoor,Kuppam,1
Jammu & Kashmir,Kupwara,Kupwara,14
Punjab,Rupnagar,Kurali,27
Uttar Pradesh,Mainpuri,Kuraoli,32
Uttar Pradesh,Hamirpur,Kurara,32
Maharashtra,Solapur,Kurduvadi,20
Kerala,Ernakulam,Kureekkad,17
Karnataka,Gulbarga,Kurgunta,16
Tamil Nadu,Coimbatore,Kurichi,30
Tamil Nadu,Cuddalore,Kurinjipadi,30
Andhra Pradesh,Kurnool,Kurnool,1
Jharkhand,Bokaro,Kurpania,15
Uttar Pradesh,Hardoi,Kursath,32
Uttar Pradesh,Unnao,Kursath,32
West Bengal,Darjiling,Kurseong,34
Uttar Pradesh,Mau,Kurthi Jafarpur,32
Chhattisgarh,Dhamtari,Kurud,6
Tamil Nadu,Coimbatore,Kurudampalayam,30
Tamil Nadu,Perambalur,Kurumbalur,30
Pondicherry *,Pondicherry,Kurumbapet,26
Maharashtra,Kolhapur,Kurundvad,20
Madhya Pradesh,Vidisha,Kurwai,19
Maharashtra,Pune,Kusgaon Budruk,20
Rajasthan,Banswara,Kushalgarh,28
Karnataka,Kodagu,Kushalnagar,16
Uttar Pradesh,Kushinagar,Kushinagar,32
Karnataka,Koppal,Kushtagi,16
Uttar Pradesh,Mainpuri,Kusmara,32
Jharkhand,Dhanbad,Kustai,15
Tamil Nadu,Nagapattinam,Kuthalam,30
Gujarat,Porbandar,Kutiyana,11
Tamil Nadu,Kanniyakumari,Kuzhithurai,30
Manipur,Bishnupur,Kwakta,21
Andhra Pradesh,Adilabad,Kyathampalle,1
Madhya Pradesh,Katni,Kymore,19
Andhra Pradesh,Rangareddi,L.B. Nagar,1
Tamil Nadu,Perambalur,Labbaikudikadu,30
Rajasthan,Sikar,Lachhmangarh,28
Rajasthan,Nagaur,Ladnu,28
Haryana,Jhajjar,Ladrawan,12
Haryana,Kurukshetra,Ladwa,12
Madhya Pradesh,Bhind,Lahar,19
Uttar Pradesh,Sitapur,Laharpur,32
Jharkhand,Dhanbad,Lakarka,15
Jammu & Kashmir,Kathua,Lakhenpur,14
Rajasthan,Bundi,Lakheri,28
Uttar Pradesh,Kheri,Lakhimpur,32
Assam,Goalpara,Lakhipur,3
Assam,Cachar,Lakhipur,3
Bihar,Lakhisarai,Lakhisarai,4
Uttar Pradesh,Etawah,Lakhna,32
Madhya Pradesh,Seoni,Lakhnadon,19
Tamil Nadu,Erode,Lakkampatti,30
Uttaranchal,Hardwar,Laksar,33
Karnataka,Gadag,Lakshmeshwar,16
Uttar Pradesh,Allahabad,Lal Gopalganj Nindaura,32
Assam,Hailakandi,Lala,3
Bihar,Vaishali,Lalganj,4
Uttar Pradesh,Rae Bareli,Lalganj,32
Tamil Nadu,Tiruchirappalli,Lalgudi,30
Uttar Pradesh,Lalitpur,Lalitpur,32
Uttaranchal,Nainital,Lalkuan,33
Tamil Nadu,Cuddalore,Lalpet,30
Rajasthan,Dausa,Lalsot,28
Manipur,Imphal East,Lamai,21
Gujarat,Ahmadabad,Lambha,11
Manipur,Imphal West,Lamjaotongba,21
Manipur,Imphal West,Lamshang,21
Uttaranchal,Hardwar,Landaura,33
Uttaranchal,Dehradun,Landour,33
Maharashtra,Ratnagiri,Lanja,20
Assam,Nagaon,Lanka,3
Uttaranchal,Garhwal,Lansdowne,33
Jharkhand,Hazaribag,Lapanga,15
Uttar Pradesh,Deoria,Lar,32
Maharashtra,Nashik,Lasalgaon,20
Jharkhand,Palamu,Latehar,15
Madhya Pradesh,Vidisha,Lateri,19
Gujarat,Amreli,Lathi,11
Orissa,Sundargarh,Lattikata,25
Maharashtra,Latur,Latur,20
Madhya Pradesh,Chhatarpur,Laundi,19
Bihar,Purba Champaran,Lauthaha,4
Uttar Pradesh,Meerut,Lawar Np,32
Uttar Pradesh,Sant Kabir Nagar,Ledwa Mahua,32
Jammu & Kashmir,Leh (Ladakh),Leh,14
Punjab,Sangrur,Lehragaga,27
Mizoram,Mamit,Lengpui,23
Delhi *,North West,Libas Pur,9
Madhya Pradesh,Tikamgarh,Lidhorakhas,19
Assam,Tinsukia,Lido Tikok,3
Assam,Tinsukia,Lido Town,3
Manipur,Imphal West,Lilong (Imphal West),21
Manipur,Thoubal & Imphal West,Lilong (Thoubal),21
Gujarat,Surendranagar,Limbdi,11
Gujarat,Surat,Limla,11
Chhattisgarh,Bilaspur,Lingiyadih,6
Karnataka,Raichur,Lingsugur,16
Tamil Nadu,Sivaganga,Llayangudi,30
Punjab,Jalandhar,Lodhian Khas,27
Madhya Pradesh,Chhindwara,Lodhikheda,19
Maharashtra,Nanded,Loha,20
Uttaranchal,Champawat,Lohaghat,33
Madhya Pradesh,Dewas,Loharda,19
Jharkhand,Lohardaga,Lohardaga,15
Haryana,Bhiwani,Loharu,12
Uttar Pradesh,Varanasi,Lohta,32
Maharashtra,Buldana,Lonar,20
Maharashtra,Pune,Lonavala,20
Karnataka,Belgaum,Londa,16
Punjab,Sangrur,Longowal,27
Uttar Pradesh,Ghaziabad,Loni,32
Chhattisgarh,Bilaspur,Lormi,6
Rajasthan,Sikar,Losal,28
Jharkhand,Dhanbad,Loyabad,15
Uttar Pradesh,Lucknow,Lucknow,32
Punjab,Ludhiana,Ludhiana,27
Assam,Nagaon,Lumding,3
Assam,Nagaon,Lumding Rly Colony,3
Gujarat,Panch Mahals,Lunawada,11
Mizoram,Lunglei,Lunglei,23
Madhya Pradesh,Rajgarh,Machalpur,19
Andhra Pradesh,Guntur,Macherla,1
Punjab,Ludhiana,Machhiwara,27
Uttar Pradesh,Jaunpur,Machhlishahr,32
Andhra Pradesh,Krishna,Machilipatnam,1
Tamil Nadu,Kancheepuram,Madambakkam,30
Andhra Pradesh,Chittoor,Madanapalle,1
West Bengal,Nadia,Madanpur,34
Meghalaya,East Khasi Hills,Madanrting,22
Andhra Pradesh,Adilabad,Madaram,1
Tamil Nadu,Coimbatore,Madathukulam,30
Tamil Nadu,Thiruvallur,Madavaram,30
Karnataka,Mandya,Maddur,16
Maharashtra,Sangli,Madhavnagar,20
Bihar,Madhepura,Madhepura,4
Uttar Pradesh,Hardoi,Madhoganj,32
Uttar Pradesh,Jalaun,Madhogarh,32
Bihar,Madhubani,Madhubani,4
Karnataka,Tumkur,Madhugiri,16
Jharkhand,Deoghar,Madhupur,15
West Bengal,Hugli,Madhusudanpur,34
West Bengal,North Twentyfour Parganas,Madhyamgram,34
Karnataka,Kodagu,Madikeri,16
Tamil Nadu,Kancheepuram,Madippakkam,30
Tamil Nadu,Coimbatore,Madukkarai,30
Tamil Nadu,Thanjavur,Madukkur,30
Tamil Nadu,Madurai,Madurai,30
Tamil Nadu,Kancheepuram,Maduranthakam,30
Tamil Nadu,Thiruvallur,Maduravoyal,30
Karnataka,Bangalore Rural,Magadi,16
Jammu & Kashmir,Badgam,Magam,14
Uttar Pradesh,Sant Kabir Nagar,Maghar,32
Maharashtra,Satara,Mahabaleshwar,20
Uttar Pradesh,Mathura,Mahaban,32
Maharashtra,Raigarh,Mahad,20
Karnataka,Bangalore,Mahadevapura,16
Maharashtra,Nagpur,Mahadula,20
Karnataka,Bagalkot,Mahalingpur,16
Haryana,Rohtak,Maham,12
Bihar,Siwan,Maharajganj,4
Madhya Pradesh,Chhatarpur,Maharajpur,19
Chhattisgarh,Mahasamund,Mahasamund,6
Andhra Pradesh,Mahbubnagar,Mahbubnagar,1
Pondicherry *,Mahe,Mahe,26
Gujarat,Kheda,Mahemdavad,11
Haryana,Mahendragarh,Mahendragarh,12
Gujarat,Mahesana,Mahesana,11
West Bengal,South Twentyfour Parganas,Maheshtala,34
Madhya Pradesh,West Nimar,Maheshwar,19
West Bengal,Haora,Mahiari,34
Madhya Pradesh,Ujjain,Mahidpur,19
Punjab,Hoshiarpur,Mahilpur,27
West Bengal,Barddhaman,Mahira,34
Uttar Pradesh,Sitapur,Mahmudabad,32
Bihar,Vaishali,Mahnar Bazar,4
Uttar Pradesh,Mahoba,Mahoba,32
Uttar Pradesh,Sitapur,Maholi,32
Uttar Pradesh,Lucknow,Mahona,32
Uttar Pradesh,Rae Bareli,Mahrajganj,32
Uttar Pradesh,Maharajganj,Mahrajganj,32
Uttar Pradesh,Azamgarh,Mahrajganj,32
Uttar Pradesh,Lalitpur,Mahroni,32
Rajasthan,Sawai Madhopur,Mahu Kalan,28
Uttaranchal,Udham Singh Nagar,Mahua Dabra Haripura,33
Uttaranchal,Udham Singh Nagar,Mahua Kheraganj,33
Gujarat,Kheda,Mahudha,11
Assam,North Cachar Hills,Mahur,3
Gujarat,Bhavnagar,Mahuva,11
Gujarat,Navsari,Mahuvar,11
Rajasthan,Dausa,Mahwa,28
Assam,North Cachar Hills,Maibong,3
Madhya Pradesh,Satna,Maihar,19
Uttar Pradesh,Kheri,Mailani,32
West Bengal,Jalpaiguri,Mainaguri,34
Maharashtra,Solapur,Maindargi,20
Uttar Pradesh,Mainpuri,Mainpuri,32
Meghalaya,West Khasi Hills,Mairang,22
Bihar,Siwan,Mairwa,4
Jharkhand,Dhanbad,Maithon,15
Assam,Sonitpur,Majgaon,3
Uttar Pradesh,Unnao,Majhara Pipar Ehatmali,32
Uttar Pradesh,Deoria,Majhauli Raj,32
Madhya Pradesh,Jabalpur,Majholi,19
Punjab,Amritsar,Majitha,27
Gujarat,Ahmadabad,Makarba,11
West Bengal,Haora,Makardaha,34
Bihar,Jehanabad,Makhdumpur,4
Punjab,Firozpur,Makhu,27
Rajasthan,Nagaur,Makrana,28
Madhya Pradesh,Sagar,Makronia,19
Madhya Pradesh,Shajapur,Maksi,19
Gujarat,Bharuch,Maktampur,11
Assam,Tinsukia,Makum,3
Orissa,Ganjam,Makundapur,25
West Bengal,Jalpaiguri,Mal,34
Madhya Pradesh,Balaghat,Malaj Khand,19
Kerala,Malappuram,Malappuram,17
Karnataka,Mandya,Malavalli,16
Maharashtra,Nashik,Malegaon,20
Punjab,Sangrur,Malerkotla,27
Madhya Pradesh,Mandsaur,Malhargarh,19
Uttar Pradesh,Lucknow,Malihabad,32
Andhra Pradesh,Rangareddi,Malkajgiri,1
Orissa,Malkangiri,Malkangiri,25
Maharashtra,Buldana,Malkapur,20
Maharashtra,Akola,Malkapur,20
Maharashtra,Kolhapur,Malkapur,20
Jharkhand,Dhanbad,Malkera,15
Tamil Nadu,Salem,Mallamooppampatti,30
Tamil Nadu,Virudhunagar,Mallankinaru,30
Karnataka,Udupi,Mallar,16
Tamil Nadu,Namakkal,Mallasamudram,30
Uttar Pradesh,Hardoi,Mallawan,32
Tamil Nadu,Salem,Mallur,30
Punjab,Ludhiana,Maloud,27
Punjab,Muktsar,Malout,27
Gujarat,Sabar Kantha,Malpur,11
Rajasthan,Tonk,Malpura,28
Karnataka,Kolar,Malur,16
Maharashtra,Sindhudurg,Malwan,20
Tamil Nadu,Kancheepuram,Mamallapuram,30
Mizoram,Mamit,Mamit,23
Tamil Nadu,Virudhunagar,Mamsapuram,30
Tamil Nadu,Tiruchirappalli,Manachanallur,30
Maharashtra,Sangli,Manadur,20
Tamil Nadu,Thiruvallur,Manali,30
Himachal Pradesh,Kullu,Manali,13
Tamil Nadu,Nagapattinam,Manalmedu,30
Tamil Nadu,Viluppuram,Manalurpet,30
Tamil Nadu,Sivaganga,Manamadurai,30
Tamil Nadu,Kancheepuram,Manapakkam,30
Tamil Nadu,Tiruchirappalli,Manapparai,30
Madhya Pradesh,Neemuch,Manasa,19
Gujarat,Junagadh,Manavadar,11
Tamil Nadu,Kanniyakumari,Manavalakurichi,30
Madhya Pradesh,Dhar,Manawar,19
Maharashtra,Pune,Manchar,20
Andhra Pradesh,Adilabad,Mancherial,1
Tamil Nadu,Kanniyakumari,Mandaikadu,30
Rajasthan,Bhilwara,Mandalgarh,28
Andhra Pradesh,Adilabad,Mandamarri,1
Tamil Nadu,Ramanathapuram,Mandapam,30
Andhra Pradesh,East Godavari,Mandapeta,1
West Bengal,Barddhaman,Mandarbani,34
Madhya Pradesh,Dhar,Mandav,19
Rajasthan,Jhunjhunun,Mandawa,28
Uttar Pradesh,Bijnor,Mandawar,32
Rajasthan,Dausa,Mandawar,28
Himachal Pradesh,Mandi,Mandi,13
Haryana,Sirsa,Mandi Dabwali,12
Madhya Pradesh,Raisen,Mandideep,19
Madhya Pradesh,Mandla,Mandla,19
Madhya Pradesh,West Nimar,Mandleshwar,19
Madhya Pradesh,Mandsaur,Mandsaur,19
Gujarat,Kachchh,Mandvi,11
Karnataka,Mandya,Mandya,16
Madhya Pradesh,Jabalpur,Manegaon,19
Chhattisgarh,Koriya,Manendragarh,6
Bihar,Patna,Maner,4
Tamil Nadu,Kancheepuram,Mangadu,30
Andhra Pradesh,Guntur,Mangalagiri,1
Tamil Nadu,Coimbatore,Mangalam,30
Tamil Nadu,Cuddalore,Mangalampet,30
Assam,Darrang,Mangaldoi,3
Karnataka,Dakshina Kannada,Mangalore,16
Maharashtra,Solapur,Mangalvedhe,20
Sikkim,North,Mangan,29
Madhya Pradesh,Rewa,Mangawan,19
Uttaranchal,Hardwar,Manglaur,33
Madhya Pradesh,Indore,Manglaya Sadak,19
Jharkhand,Purbi Singhbhum,Mango,15
Gujarat,Junagadh,Mangrol,11
Rajasthan,Baran,Mangrol,28
Maharashtra,Washim,Mangrulpir,20
Bihar,Katihar,Manihari,4
West Bengal,Haora,Manikpur,34
Uttar Pradesh,Pratapgarh,Manikpur,32
Uttar Pradesh,Chitrakoot,Manikpur Sarhat,32
Tamil Nadu,Tirunelveli,Manimutharu,30
Uttar Pradesh,Ballia,Maniyar,32
Kerala,Malappuram,Manjeri,17
Kerala,Kasaragod,Manjeshwar,17
Uttar Pradesh,Kaushambi,Manjhanpur,32
Maharashtra,Bid,Manjlegaon,20
Assam,Dhubri,Mankachar,3
Uttar Pradesh,Gonda,Mankapur,32
Maharashtra,Nashik,Manmad,20
Tamil Nadu,Thiruvarur,Mannargudi,30
Rajasthan,Jhalawar,Manohar Thana,28
Maharashtra,Thane,Manor,20
Madhya Pradesh,Indore,Manpur,19
Gujarat,Gandhinagar,Mansa,11
Punjab,Mansa,Mansa,27
Maharashtra,Nagpur,Mansar,20
West Bengal,Haora,Mansinhapur,34
Himachal Pradesh,Kangra,Mant Khas,13
Andhra Pradesh,Khammam,Manugur,1
Karnataka,Raichur,Manvi,16
Maharashtra,Parbhani,Manwath,20
Tamil Nadu,Toothukudi,Mappilaiurani,30
Goa,North Goa,Mapusa,10
Kerala,Ernakulam,Maradu,17
Tamil Nadu,Kancheepuram,Maraimalainagar,30
Tamil Nadu,Viluppuram,Marakkanam,30
Tamil Nadu,Salem,Maramangalathupatti,30
Tamil Nadu,Dharmapuri,Marandahalli,30
Kerala,Thrissur,Marathakkara,17
Uttar Pradesh,Etah,Marehra,32
Goa,South Goa,Margao,10
Assam,Tinsukia,Margherita,3
Bihar,Saran,Marhaura,4
Uttar Pradesh,Jaunpur,Mariahu,32
Assam,Jorhat,Mariani,3
Assam,Marigaon,Marigaon,3
Andhra Pradesh,Prakasam,Markapur,1
Tamil Nadu,Theni,Markayankottai,30
Jharkhand,Dhanbad,Marma,15
Uttar Pradesh,Varanasi,Maruadih Rly. Settlement,32
Tamil Nadu,Kapur,Marudur,30
Tamil Nadu,Kanniyakumari,Marungur,30
Rajasthan,Pali,Marwar Junction,28
Bihar,Patna,Masaurhi,4
West Bengal,North Twentyfour Parganas,Maslandapur,34
Uttar Pradesh,Rampur,Maswasi,32
Uttar Pradesh,Banda,Mataundh,32
West Bengal,Koch Bihar,Mathabhanga,34
Maharashtra,Raigarh,Matheran,20
Tamil Nadu,Dharmapuri,Mathigiri,30
Uttar Pradesh,Mathura,Mathura,32
Jammu & Kashmir,Anantnag,Mattan,14
Kerala,Kannur,Mattannur,17
Madhya Pradesh,Bhind,Mau,19
Uttar Pradesh,Allahabad,Mau Aima,32
Uttar Pradesh,Hamirpur,Maudaha,32
Madhya Pradesh,Rewa,Mauganj,19
Uttar Pradesh,Mau,Maunath Bhanjan,32
Punjab,Bathinda,Maur,27
Uttar Pradesh,Jhansi,Mauranipur,32
Uttar Pradesh,Unnao,Maurawan,32
Kerala,Alappuzha,Mavelikkara,17
Kerala,Kannur,Mavilayi,17
Kerala,Kozhikode,Mavoor,17
Uttar Pradesh,Meerut,Mawana,32
Meghalaya,East Khasi Hills,Mawlai,22
Manipur,Imphal West,Mayang Imphal,21
Tamil Nadu,Nagapattinam,Mayiladuthurai,30
Tamil Nadu,Salem,Mecheri,30
Andhra Pradesh,Medak,Medak,1
West Bengal,Medinipur,Medinipur,34
Tamil Nadu,Kancheepuram,Meenambakkam,30
Andhra Pradesh,Rangareddi,Meerpet,1
Uttar Pradesh,Meerut,Meerut,32
Jharkhand,Pashchimi Singhbhum,Meghahatuburu Forest Village,15
Madhya Pradesh,Jhabua,Meghnagar,19
Gujarat,Sabar Kantha,Meghraj,11
Madhya Pradesh,Hoshangabad,Mehara Gaon,19
Himachal Pradesh,Una,Mehatpur Basdehra,13
Uttar Pradesh,Sant Kabir Nagar,Mehdawal,32
Madhya Pradesh,Bhind,Mehgaon,19
Maharashtra,Buldana,Mehkar,20
Chhattisgarh,Bilaspur,Mehmand,6
Uttar Pradesh,Azamgarh,Mehnagar,32
West Bengal,Koch Bihar,Mekliganj,34
Tamil Nadu,Tirunelveli,Melacheval,30
Tamil Nadu,Theni,Melachokkanathapuram,30
Tamil Nadu,Tirunelveli,Melagaram,30
Tamil Nadu,Madurai,Melamadai,30
Tamil Nadu,Kancheepuram,Melamaiyur,30
Tamil Nadu,Thanjavur,Melathiruppanthuruthi,30
Tamil Nadu,Thanjavur,Melattur,30
Tamil Nadu,Cuddalore,Melpattampakkam,30
Tamil Nadu,Madurai,Melur,30
Tamil Nadu,Vellore,Melvisharam,30
West Bengal,Barddhaman,Memari,34
Gujarat,Ahmadabad,Memnagar,11
Uttar Pradesh,Hathras,Mendu,32
Jharkhand,Dhanbad,Mera,15
Rajasthan,Nagaur,Merta City,28
Jharkhand,Hazaribag,Meru,15
Kerala,Thrissur,Methala,17
Tamil Nadu,Coimbatore,Mettupalayam,30
Tamil Nadu,Tiruchirappalli,Mettupalayam,30
Tamil Nadu,Salem,Mettur,30
Maharashtra,Raigarh,Mhasla,20
Maharashtra,Satara,Mhaswad,20
Madhya Pradesh,Indore,Mhow Cantt.,19
Madhya Pradesh,Indore,Mhowgaon,19
Jharkhand,Dumka,Mihijam,15
Madhya Pradesh,Bhind,Mihona,19
Uttar Pradesh,Rampur,Milak,32
Lakshadweep *,Lakshadweep,Minicoy,18
Tamil Nadu,Thiruvallur,Minjur,30
Maharashtra,Thane,Mira-Bhayandar,20
Uttar Pradesh,Muzaffarnagar,Miranpur,32
Bihar,Gopalganj,Mirganj,4
Uttar Pradesh,Bareilly,Mirganj,32
West Bengal,Darjiling,Mirik,34
Delhi *,North East,Mirpur Turk,9
Andhra Pradesh,Nalgonda,Miryalguda,1
